2016-ss	Systeme_II_Rechnernetze	1.3
2015-ws	Bioinformatics_I	3.0
2020-ss	Technische_Informatik	1.0
2018-ss	Softwaretechnik	1.7
2016-ws	Systeme_I_Betriebssysteme	2.7
2012-ws	Mathematik_I_für_Ingenieure_und_Informatiker	2.3
2018-ws	Foundations_of_Deep_Learning	1.0
2018-ss	Machine_Learning	2.7
2012-ws	Technische_Informatik	2.0
2011-ss	Einführung_in_die_Informatik	2.0
2013-ws	Informatik_III_Theoretische_Informatik	3.3
2016-ss	Foundations_of_Artificial_Intelligence	2.3
2017-ws	Systeme_I_Betriebssysteme	2.0
2015-ws	Simulation_in_der_Computergraphik	1.7
2020-ws	Mathematik_I_für_Studierende_der_Informatik_und_der_Ingenieurwissenschaften	2.7
2012-ws	Stochastik	2.0
2014-ws	Mathematik_I_für_Ingenieure_und_Informatiker	5.0
2018-ws	Einführung_in_die_Programmierung	5.0
2018-ws	Algorithmentheorie_Algorithms_Theory	5.0
2020-ws	Cyber-Physikalische_Systeme_Diskrete_Modelle	5.0
2018-ws	Mathematik_I_für_Studierende_der_Informatik_und_der_Ingenieurwissenschaften	2.0
2011-ws	Algorithmentheorie_Algorithms_Theory	1.0
2020-ws	Reinforcement_Learning	3.3
2014-ss	Systeme_II_Rechnernetze	2.7
2018-ws	Graphentheorie	4.0
2019-ws	Betriebssysteme	3.0
2014-ss	Rechnerarchitektur_Computer_Architecture	1.0
2013-ws	Softwaretechnik	3.3
2020-ss	Foundations_of_Artificial_Intelligence	3.7
2018-ws	Rechnernetze	2.0
2015-ss	RNA_Bioinformatik_RNA_Bioinformatics	2.7
2014-ws	Maschinelles_Lernen_in_den_Lebenswissenschaften	1.0
2012-ws	Technische_Informatik	2.7
2013-ss	Systeme_II_Rechnernetze	1.7
2013-ss	Mathematik_I_für_Ingenieure_und_Informatiker	5.0
2020-ws	Einführung_in_Embedded_Systems	4.0
2018-ws	Mathematik_I_für_Studierende_der_Informatik_und_der_Ingenieurwissenschaften	3.3
2013-ws	Systeme_I_Betriebssysteme	3.0
2016-ws	Stochastik	4.0
2011-ws	Informatik_III_Theoretische_Informatik	2.7
2020-ws	Computer_Vision	1.0
2013-ws	Mathematik_I_für_Ingenieure_und_Informatiker	5.0
2019-ws	Rechnernetze	3.3
2012-ss	Rechnerarchitektur_Computer_Architecture	1.3
2017-ss	Verteilte_Systeme_Distributed_Systems	1.3
2016-ss	Systeme_I_Betriebssysteme	5.0
2020-ss	Cyber-Physikalische_Systeme_Diskrete_Modelle	4.0
2018-ws	Einführung_in_Embedded_Systems	2.7
2020-ws	Einführung_in_die_Programmierung	3.7
2020-ws	Mathematik_I_für_Studierende_der_Informatik_und_der_Ingenieurwissenschaften	1.7
2014-ws	Mathematik_I_für_Ingenieure_und_Informatiker	2.3
2019-ws	Rechnernetze	3.7
2019-ws	Systeme_II_Rechnernetze	2.7
2012-ws	Mathematik_I_für_Ingenieure_und_Informatiker	5.0
2014-ss	Systeme_II_Rechnernetze	3.0
2015-ws	Mathematik_I_für_Ingenieure_und_Informatiker	4.0
2016-ss	Algorithmentheorie_Algorithms_Theory	5.0
2015-ss	Mathematik_I_für_Ingenieure_und_Informatiker	2.3
2016-ws	Einführung_in_die_Programmierung	5.0
2012-ws	Mathematik_I_für_Ingenieure_und_Informatiker	5.0
2019-ws	Logik_für_Informatiker	2.3
2014-ws	Image_Processing_and_Computer_Graphics	1.0
2015-ws	Einführung_in_Embedded_Systems	4.0
2012-ws	Systeme_I_Betriebssysteme	4.0
2013-ws	Mathematik_I_für_Ingenieure_und_Informatiker	3.7
2011-ss	Algorithmen_und_Datenstrukturen	2.0
2017-ss	Machine_Learning	2.0
2020-ss	Hardware_Security_and_Trust	1.3
2017-ws	Einführung_in_Embedded_Systems	3.3
2020-ws	Machine_Learning	1.7
2018-ws	Introduction_to_data_driven_life_sciences	3.3
2018-ws	Rechnernetze	3.0
2017-ws	Einführung_in_die_Programmierung	3.7
2013-ss	Systeme_II_Rechnernetze	2.7
2015-ss	Netzwerkalgorithmen_Network_Algorithms	2.3
2020-ss	Einführung_in_Embedded_Systems	4.0
2019-ws	Suchmaschinen_Information_Retrieval	2.3
2017-ss	Mathematik_II_für_Informatiker	2.7
2020-ws	Algorithmen_und_Datenstrukturen	5.0
2012-ws	Systeme_I_Betriebssysteme	5.0
2013-ss	Einführung_in_die_Informatik	1.3
2015-ss	Stochastik	5.0
2019-ss	Mathematik_I_für_Ingenieure_und_Informatiker	2.7
2017-ws	Image_Processing_and_Computer_Graphics	3.3
2018-ws	Bioinformatics_I	1.0
2018-ss	Echtzeitbetriebssysteme_und_Worst-Case-Execution-Times	3.7
2016-ws	Systeminfrastruktur_für_Data_Science_Systems_Infrastructure_for_Data_Science	1.3
